sequenceID	taxonomy	locus_numeric_id	classifier	taxonomy.locus_numeric_id	organism	erv_structure	original	locus_structure	sequence_length	scaffold	orientation	extract_start	extract_end	assigned_name	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings
ERV-RELIK.81-Oryctolagus_cuniculus-LTR	RELIK	81	ERV	RELIK.81	Oryctolagus_cuniculus	solo LTR	81	LTR[RELIK(-)]	491	chr11	-	43355638	43356128	RELiK	2792	2956	1	489	165	209	73.333	1.55	65	1
ERV-RELIK.82-Oryctolagus_cuniculus-LTR	RELIK	82	ERV	RELIK.82	Oryctolagus_cuniculus	solo LTR	82	LTR[RELIK(-)]	490	chr11	-	43252855	43253344	RELiK	8	136	48	401	129	185	81.395	3.32	57	2
ERV-RELIK.83-Oryctolagus_cuniculus-LTR	RELIK	83	ERV	RELIK.83	Oryctolagus_cuniculus	solo LTR	83	LTR[RELIK(+)]	490	chr8	+	69881513	69882002	RELiK	2824	2956	90	488	133	210	87.218	3.53	66	0
ERV-RELIK.84-Oryctolagus_cuniculus-LTR	RELIK	84	ERV	RELIK.84	Oryctolagus_cuniculus	solo LTR	84	LTR[RELIK(+)]	489	chrUn0041	+	671656	672144	RELiK	2861	2956	200	487	96	120	85.417	8.55	35	0
ERV-RELIK.85-Oryctolagus_cuniculus-LTR	RELIK	85	ERV	RELIK.85	Oryctolagus_cuniculus	solo LTR	85	LTR[RELIK(+)]	485	chr19	+	5170201	5170685	RELiK	1	109	1	315	111	128	70.27	2.14	43	3
ERV-RELIK.86-Oryctolagus_cuniculus-LTR	RELIK	86	ERV	RELIK.86	Oryctolagus_cuniculus	solo LTR	86	LTR[RELIK(+)]	484	chr12	+	99285925	99286408	RELiK	2792	2939	1	432	154	189	72.727	1.19	58	2
ERV-RELIK.87-Oryctolagus_cuniculus-LTR	RELIK	87	ERV	RELIK.87	Oryctolagus_cuniculus	solo LTR	87	LTR[RELIK(+)]	483	chr2	+	29783056	29783538	RELiK	2877	2953	243	473	77	127	87.013	2.48	52	0
ERV-RELIK.88-Oryctolagus_cuniculus-LTR	RELIK	88	ERV	RELIK.88	Oryctolagus_cuniculus	solo LTR	88	LTR[RELIK(+)]	479	chr7	+	18517311	18517789	RELiK	2792	2956	1	477	165	210	76.364	5.08	66	3
ERV-RELIK.89-Oryctolagus_cuniculus-LTR	RELIK	89	ERV	RELIK.89	Oryctolagus_cuniculus	solo LTR	89	LTR[RELIK(+)]	479	chr13	+	44869829	44870307	RELiK	1	164	1	477	164	187	72.561	3	58	1
ERV-RELIK.90-Oryctolagus_cuniculus-LTR	RELIK	90	ERV	RELIK.90	Oryctolagus_cuniculus	solo LTR	90	LTR[RELIK(+)]	477	chrX	+	41736551	41737027	RELiK	2807	2956	20	475	161	139	69.565	1.8	41	6
ERV-RELIK.91-Oryctolagus_cuniculus-LTR	RELIK	91	ERV	RELIK.91	Oryctolagus_cuniculus	solo LTR	91	LTR[RELIK(+)]	476	chr14	+	150226249	150226724	RELiK	2799	2953	26	466	156	188	71.154	1.87	58	2
ERV-RELIK.30-Oryctolagus_cuniculus-LTR	RELIK	30	ERV	RELIK.30	Oryctolagus_cuniculus	solo LTR	92	LTR[RELIK(+)]	470	chrUn0016	+	3705422	3705891	RELiK	2811	2954	7	462	167	108	50.898	1.32	30	5
ERV-RELIK.93-Oryctolagus_cuniculus-LTR	RELIK	93	ERV	RELIK.93	Oryctolagus_cuniculus	solo LTR	93	LTR[RELIK(-)]	467	chr12	-	108552302	108552768	RELiK	2807	2900	20	334	105	111	63.81	4.11	48	1
ERV-RELIK.94-Oryctolagus_cuniculus-LTR	RELIK	94	ERV	RELIK.94	Oryctolagus_cuniculus	solo LTR	94	LTR[RELIK(-)]	467	chr15	-	89492978	89493444	RELiK	2808	2900	23	334	106	107	63.208	5.54	48	2
ERV-RELIK.95-Oryctolagus_cuniculus-LTR	RELIK	95	ERV	RELIK.95	Oryctolagus_cuniculus	solo LTR	95	LTR[RELIK(-)]	464	chrUn0058	-	799475	799938	RELiK	2807	2898	20	325	102	109	68.627	2.49	47	2
ERV-RELIK.96-Oryctolagus_cuniculus-LTR	RELIK	96	ERV	RELIK.96	Oryctolagus_cuniculus	solo LTR	96	LTR[RELIK(+)]	462	chr17	+	63691901	63692362	RELiK	2792	2891	1	300	100	144	78	1.84	57	0
ERV-RELIK.97-Oryctolagus_cuniculus-LTR	RELIK	97	ERV	RELIK.97	Oryctolagus_cuniculus	solo LTR	97	LTR[RELIK(-)]	462	chr14	-	160173105	160173566	RELiK	75	165	192	461	91	105	87.912	6.73	43	1
ERV-RELIK.98-Oryctolagus_cuniculus-LTR	RELIK	98	ERV	RELIK.98	Oryctolagus_cuniculus	solo LTR	98	LTR[RELIK(-)]	461	chr13	-	85180815	85181275	RELiK	2807	2900	20	328	103	120	68.932	1.3	50	1
ERV-RELIK.99-Oryctolagus_cuniculus-LTR	RELIK	99	ERV	RELIK.99	Oryctolagus_cuniculus	solo LTR	99	LTR[RELIK(+)]	461	chr9	+	113102563	113103023	RELiK	2807	2900	20	328	103	122	69.903	1.78	54	1
ERV-RELIK.100-Oryctolagus_cuniculus-LTR	RELIK	100	ERV	RELIK.100	Oryctolagus_cuniculus	solo LTR	100	LTR[RELIK(-)]	461	chrX	-	74498663	74499123	RELiK	2807	2900	20	328	103	117	68.932	1.16	50	1
ERV-RELIK.101-Oryctolagus_cuniculus-LTR	RELIK	101	ERV	RELIK.101	Oryctolagus_cuniculus	solo LTR	101	LTR[RELIK(+)]	460	chr11	+	79396011	79396470	RELiK	2792	2898	1	321	107	138	82.243	3.55	56	0
ERV-RELIK.102-Oryctolagus_cuniculus-LTR	RELIK	102	ERV	RELIK.102	Oryctolagus_cuniculus	solo LTR	102	LTR[RELIK(-)]	460	chr15	-	85177238	85177697	RELiK	2807	2900	20	328	103	126	68.932	2.74	49	1
ERV-RELIK.103-Oryctolagus_cuniculus-LTR	RELIK	103	ERV	RELIK.103	Oryctolagus_cuniculus	solo LTR	103	LTR[RELIK(-)]	459	chr12	-	38491854	38492312	RELiK	2799	2898	48	320	100	125	74	1.43	50	1
ERV-RELIK.41-Oryctolagus_cuniculus-LTR	RELIK	41	ERV	RELIK.41	Oryctolagus_cuniculus	solo LTR	104	LTR[RELIK(+)]	459	chr15	+	107870963	107871421	RELiK	1	112	1	336	112	168	81.25	1.51	51	0
ERV-RELIK.105-Oryctolagus_cuniculus-LTR	RELIK	105	ERV	RELIK.105	Oryctolagus_cuniculus	solo LTR	105	LTR[RELIK(-)]	459	chr9	-	93463600	93464058	RELiK	1	107	1	321	107	172	86.916	2.46	58	0
ERV-RELIK.106-Oryctolagus_cuniculus-LTR	RELIK	106	ERV	RELIK.106	Oryctolagus_cuniculus	solo LTR	106	LTR[RELIK(+)]	459	chr11	+	38299760	38300218	RELiK	2799	2900	48	326	102	130	72.549	6.01	53	1
ERV-RELIK.107-Oryctolagus_cuniculus-LTR	RELIK	107	ERV	RELIK.107	Oryctolagus_cuniculus	solo LTR	107	LTR[RELIK(+)]	458	chr20	+	19089344	19089801	RELiK	58	165	134	457	108	177	83.333	6.05	61	0
ERV-RELIK.108-Oryctolagus_cuniculus-LTR	RELIK	108	ERV	RELIK.108	Oryctolagus_cuniculus	solo LTR	108	LTR[RELIK(+)]	458	chr8	+	105778818	105779275	RELiK	1	109	1	333	111	149	77.477	7.67	45	2
ERV-RELIK.109-Oryctolagus_cuniculus-LTR	RELIK	109	ERV	RELIK.109	Oryctolagus_cuniculus	solo LTR	109	LTR[RELIK(+)]	458	chr2	+	23965881	23966338	RELiK	1	105	1	315	105	166	84.762	5.46	63	0
ERV-RELIK.110-Oryctolagus_cuniculus-LTR	RELIK	110	ERV	RELIK.110	Oryctolagus_cuniculus	solo LTR	110	LTR[RELIK(-)]	457	chrX	-	54853740	54854196	RELiK	2799	2956	48	455	158	159	66.456	2.48	48	4
ERV-RELIK.111-Oryctolagus_cuniculus-LTR	RELIK	111	ERV	RELIK.111	Oryctolagus_cuniculus	solo LTR	111	LTR[RELIK(-)]	457	chrX	-	95838832	95839288	RELiK	2792	2900	1	324	109	150	77.982	3.53	52	1
ERV-RELIK.112-Oryctolagus_cuniculus-LTR	RELIK	112	ERV	RELIK.112	Oryctolagus_cuniculus	solo LTR	112	LTR[RELIK(-)]	457	chr1	-	136223359	136223815	RELiK	2	165	1	456	168	186	67.857	9.36	58	4
ERV-RELIK.113-Oryctolagus_cuniculus-LTR	RELIK	113	ERV	RELIK.113	Oryctolagus_cuniculus	solo LTR	113	LTR[RELIK(-)]	457	chr8	-	21259533	21259989	RELiK	2807	2925	20	361	121	137	70.248	4.64	45	3
ERV-RELIK.114-Oryctolagus_cuniculus-LTR	RELIK	114	ERV	RELIK.114	Oryctolagus_cuniculus	solo LTR	114	LTR[RELIK(-)]	457	chr7	-	66090107	66090563	RELiK	2848	2956	129	455	109	179	88.991	4.87	60	0
ERV-RELIK.115-Oryctolagus_cuniculus-LTR	RELIK	115	ERV	RELIK.115	Oryctolagus_cuniculus	solo LTR	115	LTR[RELIK(+)]	457	chrX	+	55648078	55648534	RELiK	1	165	1	456	168	185	73.214	1.5	57	2
ERV-RELIK.116-Oryctolagus_cuniculus-LTR	RELIK	116	ERV	RELIK.116	Oryctolagus_cuniculus	solo LTR	116	LTR[RELIK(-)]	455	chr12	-	119096184	119096638	RELiK	2799	2953	48	443	162	91.3	48.765	1.22	24	6
ERV-RELIK.117-Oryctolagus_cuniculus-LTR	RELIK	117	ERV	RELIK.117	Oryctolagus_cuniculus	solo LTR	117	LTR[RELIK(+)]	455	chr1	+	182660395	182660849	RELiK	2792	2954	1	447	163	192	70.552	7.3	60	4
ERV-RELIK.118-Oryctolagus_cuniculus-LTR	RELIK	118	ERV	RELIK.118	Oryctolagus_cuniculus	solo LTR	118	LTR[RELIK(-)]	455	chr7	-	93520741	93521195	RELiK	2799	2900	44	322	102	123	71.569	6.09	52	1
ERV-RELIK.119-Oryctolagus_cuniculus-LTR	RELIK	119	ERV	RELIK.119	Oryctolagus_cuniculus	solo LTR	119	LTR[RELIK(-)]	454	chrUn0246	-	240586	241039	RELiK	2792	2900	1	321	112	127	68.75	3.28	37	3
ERV-RELIK.120-Oryctolagus_cuniculus-LTR	RELIK	120	ERV	RELIK.120	Oryctolagus_cuniculus	solo LTR	120	LTR[RELIK(-)]	453	chr13	-	34473628	34474080	RELiK	2792	2898	1	321	107	140	73.832	6.01	42	0
ERV-RELIK.121-Oryctolagus_cuniculus-LTR	RELIK	121	ERV	RELIK.121	Oryctolagus_cuniculus	solo LTR	121	LTR[RELIK(-)]	452	chr2	-	23995664	23996115	RELiK	2861	2942	204	407	82	90.9	65.854	3.1	33	2
ERV-RELIK.122-Oryctolagus_cuniculus-LTR	RELIK	122	ERV	RELIK.122	Oryctolagus_cuniculus	solo LTR	122	LTR[RELIK(-)]	450	chrUn0178	-	256349	256798	RELiK	2799	2956	2	448	158	209	79.114	5.21	66	1
ERV-RELIK.123-Oryctolagus_cuniculus-LTR	RELIK	123	ERV	RELIK.123	Oryctolagus_cuniculus	solo LTR	123	LTR[RELIK(-)]	450	chr12	-	118691364	118691813	RELiK	17	165	3	449	149	211	85.906	1.4	66	0
ERV-RELIK.124-Oryctolagus_cuniculus-LTR	RELIK	124	ERV	RELIK.124	Oryctolagus_cuniculus	solo LTR	124	LTR[RELIK(+)]	450	chr12	+	63879191	63879640	RELiK	8	165	48	449	158	137	66.456	5.53	41	2
ERV-RELIK.125-Oryctolagus_cuniculus-LTR	RELIK	125	ERV	RELIK.125	Oryctolagus_cuniculus	solo LTR	125	LTR[RELIK(+)]	450	chr3	+	151004571	151005020	RELiK	2792	2896	1	315	108	144	77.778	3.04	58	2
ERV-RELIK.126-Oryctolagus_cuniculus-LTR	RELIK	126	ERV	RELIK.126	Oryctolagus_cuniculus	solo LTR	126	LTR[RELIK(+)]	450	chr14	+	60530568	60531017	RELiK	2799	2956	2	448	158	231	81.646	1.05	73	1
ERV-RELIK.127-Oryctolagus_cuniculus-LTR	RELIK	127	ERV	RELIK.127	Oryctolagus_cuniculus	solo LTR	127	LTR[RELIK(-)]	450	chrUn0016	-	2462372	2462821	RELiK	2792	2898	1	312	107	140	74.766	7.6	48	1
ERV-RELIK.128-Oryctolagus_cuniculus-LTR	RELIK	128	ERV	RELIK.128	Oryctolagus_cuniculus	solo LTR	128	LTR[RELIK(+)]	450	chrX	+	27643022	27643471	RELiK	2799	2956	2	448	175	120	53.714	8.78	35	5
ERV-RELIK.129-Oryctolagus_cuniculus-LTR	RELIK	129	ERV	RELIK.129	Oryctolagus_cuniculus	solo LTR	129	LTR[RELIK(+)]	450	chr18	+	54034267	54034716	RELiK	2799	2956	2	448	158	209	77.215	8.96	66	1
ERV-RELIK.130-Oryctolagus_cuniculus-LTR	RELIK	130	ERV	RELIK.130	Oryctolagus_cuniculus	solo LTR	130	LTR[RELIK(-)]	449	chr7	-	150030425	150030873	RELiK	2824	2956	55	447	137	166	75.912	5.43	51	3
ERV-RELIK.131-Oryctolagus_cuniculus-LTR	RELIK	131	ERV	RELIK.131	Oryctolagus_cuniculus	solo LTR	131	LTR[RELIK(+)]	449	chr1	+	188561526	188561974	RELiK	8	165	2	448	158	176	79.114	2.04	54	1
ERV-RELIK.132-Oryctolagus_cuniculus-LTR	RELIK	132	ERV	RELIK.132	Oryctolagus_cuniculus	solo LTR	132	LTR[RELIK(-)]	448	chrUn0135	-	514503	514950	RELiK	17	83	3	203	67	117	91.045	4.04	54	0
ERV-RELIK.133-Oryctolagus_cuniculus-LTR	RELIK	133	ERV	RELIK.133	Oryctolagus_cuniculus	solo LTR	133	LTR[RELIK(-)]	445	chr17	-	60578556	60579000	RELiK	2793	2956	3	443	172	157	59.884	7.18	48	3
ERV-RELIK.134-Oryctolagus_cuniculus-LTR	RELIK	134	ERV	RELIK.134	Oryctolagus_cuniculus	solo LTR	134	LTR[RELIK(-)]	443	chr14	-	70800100	70800542	RELiK	2792	2956	1	441	167	195	71.257	4.42	61	4
ERV-RELIK.135-Oryctolagus_cuniculus-LTR	RELIK	135	ERV	RELIK.135	Oryctolagus_cuniculus	solo LTR	135	LTR[RELIK(-)]	443	chr19	-	33154629	33155071	RELiK	2792	2956	1	441	165	219	77.576	1.07	69	2
ERV-RELIK.136-Oryctolagus_cuniculus-LTR	RELIK	136	ERV	RELIK.136	Oryctolagus_cuniculus	solo LTR	136	LTR[RELIK(+)]	442	chrX	+	38290809	38291250	RELiK	2799	2896	2	268	98	134	77.551	8.07	52	1
ERV-RELIK.137-Oryctolagus_cuniculus-LTR	RELIK	137	ERV	RELIK.137	Oryctolagus_cuniculus	solo LTR	137	LTR[RELIK(-)]	439	chr1	-	42845260	42845698	RELiK	8	94	2	223	87	89.7	62.069	4.26	37	2
ERV-RELIK.138-Oryctolagus_cuniculus-LTR	RELIK	138	ERV	RELIK.138	Oryctolagus_cuniculus	solo LTR	138	LTR[RELIK(+)]	439	chr5	+	31385814	31386252	RELiK	2808	2956	3	437	150	181	76	2.71	56	3
ERV-RELIK.139-Oryctolagus_cuniculus-LTR	RELIK	139	ERV	RELIK.139	Oryctolagus_cuniculus	solo LTR	139	LTR[RELIK(+)]	437	chr14	+	61368192	61368628	RELiK	75	165	164	436	91	116	86.813	1.81	40	0
ERV-RELIK.140-Oryctolagus_cuniculus-LTR	RELIK	140	ERV	RELIK.140	Oryctolagus_cuniculus	solo LTR	140	LTR[RELIK(-)]	435	chr16	-	82149059	82149493	RELiK	2799	2956	2	433	158	207	76.582	2.51	65	2
ERV-RELIK.141-Oryctolagus_cuniculus-LTR	RELIK	141	ERV	RELIK.141	Oryctolagus_cuniculus	solo LTR	141	LTR[RELIK(+)]	433	chr1	+	108334458	108334890	RELiK	2885	2939	216	380	55	92	87.273	7.11	41	0
ERV-RELIK.142-Oryctolagus_cuniculus-LTR	RELIK	142	ERV	RELIK.142	Oryctolagus_cuniculus	solo LTR	142	LTR[RELIK(-)]	430	chr13	-	67002381	67002810	RELiK	1	144	1	429	144	218	88.194	4.97	69	1
ERV-RELIK.143-Oryctolagus_cuniculus-LTR	RELIK	143	ERV	RELIK.143	Oryctolagus_cuniculus	solo LTR	143	LTR[RELIK(-)]	426	chrUn0007	-	2402437	2402862	RELiK	2799	2900	15	293	102	124	71.569	4.57	53	2
ERV-RELIK.144-Oryctolagus_cuniculus-LTR	RELIK	144	ERV	RELIK.144	Oryctolagus_cuniculus	solo LTR	144	LTR[RELIK(-)]	421	chr7	-	133947481	133947901	RELiK	2824	2901	49	282	78	133	88.462	1.84	39	0
ERV-RELIK.145-Oryctolagus_cuniculus-LTR	RELIK	145	ERV	RELIK.145	Oryctolagus_cuniculus	solo LTR	145	LTR[RELIK(+)]	421	chr19	+	43221514	43221934	RELiK	2797	2956	3	419	162	177	69.136	6.33	55	4
ERV-RELIK.146-Oryctolagus_cuniculus-LTR	RELIK	146	ERV	RELIK.146	Oryctolagus_cuniculus	solo LTR	146	LTR[RELIK(-)]	418	chrUn0010	-	882978	883395	RELiK	2799	2900	2	292	106	116	75.472	7.54	47	2
ERV-RELIK.147-Oryctolagus_cuniculus-LTR	RELIK	147	ERV	RELIK.147	Oryctolagus_cuniculus	solo LTR	147	LTR[RELIK(-)]	418	chr2	-	103537028	103537445	RELiK	2792	2951	1	402	160	109	52.5	4.45	31	5
ERV-RELIK.148-Oryctolagus_cuniculus-LTR	RELIK	148	ERV	RELIK.148	Oryctolagus_cuniculus	solo LTR	148	LTR[RELIK(-)]	418	chr2	-	110431942	110432359	RELiK	2799	2956	48	416	158	147	60.127	2.29	44	4
ERV-RELIK.149-Oryctolagus_cuniculus-LTR	RELIK	149	ERV	RELIK.149	Oryctolagus_cuniculus	solo LTR	149	LTR[RELIK(+)]	417	chr3	+	42646851	42647267	RELiK	8	133	2	319	131	85.1	54.198	1.23	22	6
ERV-RELIK.150-Oryctolagus_cuniculus-LTR	RELIK	150	ERV	RELIK.150	Oryctolagus_cuniculus	solo LTR	150	LTR[RELIK(+)]	416	chr2	+	21559752	21560167	RELiK	2799	2900	2	283	102	115	69.608	8.05	41	2
ERV-RELIK.151-Oryctolagus_cuniculus-LTR	RELIK	151	ERV	RELIK.151	Oryctolagus_cuniculus	solo LTR	151	LTR[RELIK(+)]	415	chr15	+	108397696	108398110	RELiK	8	105	2	271	98	132	76.531	1.28	44	1
ERV-RELIK.152-Oryctolagus_cuniculus-LTR	RELIK	152	ERV	RELIK.152	Oryctolagus_cuniculus	solo LTR	152	LTR[RELIK(+)]	414	chr11	+	30217058	30217471	RELiK	2808	2898	3	275	91	114	74.725	4.51	33	0
ERV-RELIK.153-Oryctolagus_cuniculus-LTR	RELIK	153	ERV	RELIK.153	Oryctolagus_cuniculus	solo LTR	153	LTR[RELIK(+)]	414	chr11	+	76415088	76415501	RELiK	2904	2956	254	412	53	91.7	92.453	1.68	36	0
ERV-RELIK.154-Oryctolagus_cuniculus-LTR	RELIK	154	ERV	RELIK.154	Oryctolagus_cuniculus	solo LTR	154	LTR[RELIK(+)]	408	chr14	+	132569442	132569849	RELiK	2808	2903	3	284	96	130	78.125	1.71	38	1
ERV-RELIK.155-Oryctolagus_cuniculus-LTR	RELIK	155	ERV	RELIK.155	Oryctolagus_cuniculus	solo LTR	155	LTR[RELIK(-)]	405	chrUn0129	-	739606	740010	RELiK	2890	2953	202	393	64	108	89.062	8	31	0
ERV-RELIK.156-Oryctolagus_cuniculus-LTR	RELIK	156	ERV	RELIK.156	Oryctolagus_cuniculus	solo LTR	156	LTR[RELIK(+)]	405	chr7	+	6351350	6351754	RELiK	2799	2956	2	403	164	127	59.146	1.91	37	7
ERV-RELIK.157-Oryctolagus_cuniculus-LTR	RELIK	157	ERV	RELIK.157	Oryctolagus_cuniculus	solo LTR	157	LTR[RELIK(-)]	400	chr17	-	4595285	4595684	RELiK	2808	2956	3	398	158	118	53.165	1.78	34	5
ERV-RELIK.158-Oryctolagus_cuniculus-LTR	RELIK	158	ERV	RELIK.158	Oryctolagus_cuniculus	solo LTR	158	LTR[RELIK(+)]	395	chrUn0135	+	718359	718753	RELiK	2842	2956	55	393	115	179	86.957	5.76	56	1
ERV-RELIK.159-Oryctolagus_cuniculus-LTR	RELIK	159	ERV	RELIK.159	Oryctolagus_cuniculus	solo LTR	159	LTR[RELIK(+)]	394	chr1	+	10713129	10713522	RELiK	73	165	118	393	93	109	88.172	1.79	41	1
ERV-RELIK.160-Oryctolagus_cuniculus-LTR	RELIK	160	ERV	RELIK.160	Oryctolagus_cuniculus	solo LTR	160	LTR[RELIK(-)]	393	chr1	-	160489881	160490273	RELiK	47	165	30	392	122	164	75.41	1.11	50	2
ERV-RELIK.161-Oryctolagus_cuniculus-LTR	RELIK	161	ERV	RELIK.161	Oryctolagus_cuniculus	solo LTR	161	LTR[RELIK(-)]	380	chrUn0106	-	969593	969972	RELiK	2846	2956	82	378	111	159	81.982	5.1	49	1
ERV-RELIK.162-Oryctolagus_cuniculus-LTR	RELIK	162	ERV	RELIK.162	Oryctolagus_cuniculus	solo LTR	162	LTR[RELIK(+)]	374	chr14	+	150863838	150864211	RELiK	52	137	118	372	86	142	88.372	9.92	44	1
ERV-RELIK.163-Oryctolagus_cuniculus-LTR	RELIK	163	ERV	RELIK.163	Oryctolagus_cuniculus	solo LTR	163	LTR[RELIK(+)]	373	chr9	+	5681934	5682306	RELiK	2799	2898	2	274	100	120	71	2.02	47	1
ERV-RELIK.164-Oryctolagus_cuniculus-LTR	RELIK	164	ERV	RELIK.164	Oryctolagus_cuniculus	solo LTR	164	LTR[RELIK(-)]	357	chr12	-	47487344	47487700	RELiK	38	165	3	356	131	119	64.885	6.16	35	2
ERV-RELIK.165-Oryctolagus_cuniculus-LTR	RELIK	165	ERV	RELIK.165	Oryctolagus_cuniculus	solo LTR	165	LTR[RELIK(+)]	344	chrX	+	45912350	45912693	RELiK	2855	2913	1	177	59	102	89.831	3.49	29	0
ERV-RELIK.166-Oryctolagus_cuniculus-LTR	RELIK	166	ERV	RELIK.166	Oryctolagus_cuniculus	solo LTR	166	LTR[RELIK(+)]	343	chrUn0043	+	507492	507834	RELiK	2861	2935	118	342	75	130	90.667	8.77	42	0
ERV-RELIK.167-Oryctolagus_cuniculus-LTR	RELIK	167	ERV	RELIK.167	Oryctolagus_cuniculus	solo LTR	167	LTR[RELIK(+)]	334	chr11	+	15019573	15019906	RELiK	43	105	2	190	63	102	84.127	8.84	35	0
ERV-RELIK.168-Oryctolagus_cuniculus-LTR	RELIK	168	ERV	RELIK.168	Oryctolagus_cuniculus	solo LTR	168	LTR[RELIK(+)]	329	chr1	+	163025934	163026262	RELiK	2885	2956	112	327	72	96.3	76.389	1.1	35	0
ERV-RELIK.169-Oryctolagus_cuniculus-LTR	RELIK	169	ERV	RELIK.169	Oryctolagus_cuniculus	solo LTR	169	LTR[RELIK(-)]	328	chr17	-	43840829	43841156	RELiK	2853	2956	15	326	104	167	86.538	8.08	52	0
ERV-RELIK.170-Oryctolagus_cuniculus-LTR	RELIK	170	ERV	RELIK.170	Oryctolagus_cuniculus	solo LTR	170	LTR[RELIK(-)]	327	chr11	-	63166537	63166863	RELiK	2861	2956	38	325	96	145	84.375	2.5	44	0
ERV-RELIK.171-Oryctolagus_cuniculus-LTR	RELIK	171	ERV	RELIK.171	Oryctolagus_cuniculus	solo LTR	171	LTR[RELIK(-)]	322	chrUn0086	-	102824	103145	RELiK	1	107	1	321	107	150	83.178	4.95	46	0
ERV-RELIK.172-Oryctolagus_cuniculus-LTR	RELIK	172	ERV	RELIK.172	Oryctolagus_cuniculus	solo LTR	172	LTR[RELIK(-)]	319	chr3	-	126057704	126058022	RELiK	64	165	13	318	102	129	84.314	8.68	39	0
ERV-RELIK.173-Oryctolagus_cuniculus-LTR	RELIK	173	ERV	RELIK.173	Oryctolagus_cuniculus	solo LTR	173	LTR[RELIK(-)]	315	chr1	-	166622007	166622321	RELiK	2852	2926	3	227	75	109	81.333	2.99	37	0
ERV-RELIK.174-Oryctolagus_cuniculus-LTR	RELIK	174	ERV	RELIK.174	Oryctolagus_cuniculus	solo LTR	174	LTR[RELIK(+)]	310	chrUn0083	+	123304	123613	RELiK	2855	2953	2	298	99	151	85.859	1.57	46	0
ERV-RELIK.175-Oryctolagus_cuniculus-LTR	RELIK	175	ERV	RELIK.175	Oryctolagus_cuniculus	solo LTR	175	LTR[RELIK(-)]	309	chrX	-	27668676	27668984	RELiK	2855	2919	1	195	65	100	83.077	2.98	34	0
ERV-RELIK.176-Oryctolagus_cuniculus-LTR	RELIK	176	ERV	RELIK.176	Oryctolagus_cuniculus	solo LTR	176	LTR[RELIK(+)]	306	chrUn0288	+	18580	18885	RELiK	61	147	1	261	87	130	94.253	2.34	39	0
ERV-RELIK.177-Oryctolagus_cuniculus-LTR	RELIK	177	ERV	RELIK.177	Oryctolagus_cuniculus	solo LTR	177	LTR[RELIK(-)]	274	chr11	-	50670953	50671226	RELiK	2877	2956	36	272	80	123	86.25	5.22	37	1
ERV-RELIK.178-Oryctolagus_cuniculus-LTR	RELIK	178	ERV	RELIK.178	Oryctolagus_cuniculus	solo LTR	178	LTR[RELIK(+)]	268	chrX	+	78741413	78741680	RELiK	56	142	1	267	97	97.1	64.948	1.27	27	3
ERV-RELIK.179-Oryctolagus_cuniculus-LTR	RELIK	179	ERV	RELIK.179	Oryctolagus_cuniculus	solo LTR	179	LTR[RELIK(-)]	264	chr14	-	152480988	152481251	RELiK	2907	2955	114	260	49	84.7	89.796	2.73	30	0
ERV-RELIK.180-Oryctolagus_cuniculus-LTR	RELIK	180	ERV	RELIK.180	Oryctolagus_cuniculus	solo LTR	180	LTR[RELIK(+)]	213	chr11	+	51674310	51674522	RELiK	2887	2956	2	211	70	108	84.286	4.14	32	0
ERV-RELIK.181-Oryctolagus_cuniculus-LTR	RELIK	181	ERV	RELIK.181	Oryctolagus_cuniculus	solo LTR	181	LTR[RELIK(+)]	162	chr17	+	67201425	67201586	RELiK	2905	2955	5	157	51	87.4	92.157	6.06	25	0
ERV-RELIK.182-Oryctolagus_cuniculus-LTR	RELIK	182	ERV	RELIK.182	Oryctolagus_cuniculus	solo LTR	182	LTR[RELIK(+)]	161	chr13	+	39336970	39337130	RELiK	113	165	2	160	53	94	84.906	2.81	27	0
ERV-RELIK.183-Oryctolagus_cuniculus-LTR	RELIK	183	ERV	RELIK.183	Oryctolagus_cuniculus	solo LTR	183	LTR[RELIK(+)]	161	chr13	+	39291831	39291991	RELiK	113	165	2	160	53	92.4	84.906	1.01	26	0
ERV-RELIK.184-Oryctolagus_cuniculus-LTR	RELIK	184	ERV	RELIK.184	Oryctolagus_cuniculus	solo LTR	184	LTR[RELIK(+)]	159	chr1	+	188093784	188093942	RELiK	113	164	2	157	52	88.6	84.615	1.97	25	0
ERV-RELIK.185-Oryctolagus_cuniculus-LTR	RELIK	185	ERV	RELIK.185	Oryctolagus_cuniculus	solo LTR	185	LTR[RELIK(+)]	157	chr14	+	56223074	56223230	RELiK	2906	2956	3	155	51	82.8	88.235	2.34	23	0
ERV-ELVpc.1-Pedetes_capensis-provirus	ELVpc	1	ERV	ELVpc.1	Pedetes_capensis	provirus	1	LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]-gag[FIVple(+)]-pol[SIVsyk(+)]	4282	VMDO01011022.1	+	63971	68252	ELVpc	474	1165	1153	3228	692	1433	100	0	1	0
ERV-ELVpc.2-Pedetes_capensis-provirus	ELVpc	2	ERV	ELVpc.2	Pedetes_capensis	provirus	2	LTR-I[ELVpc(+)]-gag[FIVpco(+)]	1867	VMDO01050306.1	+	2112	3978	ELVpc	338	726	701	1867	392	514	70.918	4.36	168	2
