sequenceID	record_ID	organism	virus_subgenus	virus_clade	assigned_name	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches
2973321_Microcebus_murinus	2973321	Microcebus_murinus	Non-primate	Lemur	pSIVgml	LTR	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	UTR	scaffold_45530	2736	3155	420	+	601	92.435	7	176	1	423	1	420	423	2	29
1944982_Microcebus_murinus	1944982	Microcebus_murinus	Non-primate	Lemur	pSIVgml	rev	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	ORF	scaffold_45530	2737	3006	270	+	104	68.132	3	31	65	155	1	270	91	1	28
2973322_Microcebus_murinus	2973322	Microcebus_murinus	Non-primate	Lemur	pSIVgml	LTR	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	UTR	scaffold_52164	1	326	326	-	525	95.719	3	153	1	327	1	326	327	1	13
1944983_Microcebus_murinus	1944983	Microcebus_murinus	Non-primate	Lemur	pSIVgml	rev	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	ORF	scaffold_52164	77	325	249	-	150	89.157	2	49	65	147	1	249	83	0	9
2664279_Microcebus_murinus	2664279	Microcebus_murinus	Non-primate	Lemur	pSIVgml	gag	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	ORF	scaffold_54450	9	1647	1639	-	540	81.711	0	1	14	351	54	1055	339	2	56
2973320_Microcebus_murinus	2973320	Microcebus_murinus	Non-primate	Lemur	pSIVgml	LTR	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	UTR	scaffold_54450	1716	2008	293	-	516	98.305	2	150	129	423	1	293	295	2	3
1944978_Microcebus_murinus	1944978	Microcebus_murinus	Non-primate	Lemur	pSIVgml	env	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	ORF	scaffold_6426	99547	100268	722	+	262	100	3	85	483	620	1	414	138	0	0
2973315_Microcebus_murinus	2973315	Microcebus_murinus	Non-primate	Lemur	pSIVgml	LTR	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	UTR	scaffold_6426	99998	100418	421	+	697	96.462	0	1	1	423	1	421	424	3	11
2973316_Microcebus_murinus	2973316	Microcebus_murinus	Non-primate	Lemur	pSIVgml	LTR	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	UTR	scaffold_8910	53904	54316	413	+	662	95.272	0	1	1	423	1	413	423	4	10
1944979_Microcebus_murinus	1944979	Microcebus_murinus	Non-primate	Lemur	pSIVgml	rev	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	ORF	scaffold_8910	53905	54168	264	+	103	89.091	5	31	93	147	83	241	55	1	4
3462634_Microcebus_ravelobensis	3462634	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01000320.1	12049	12470	422	-	586	91.765	2	171	1	423	1	422	425	4	30
3462644_Microcebus_ravelobensis	3462644	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01001762.1	29756	29843	88	+	158	98.864	3	43	1	88	1	88	88	0	1
3462638_Microcebus_ravelobensis	3462638	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01038107.1	3576	3990	415	-	658	95.035	0	1	1	423	1	415	423	3	13
3462643_Microcebus_ravelobensis	3462643	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01042079.1	494	666	173	+	272	94.857	2	77	1	175	1	173	175	1	7
3462647_Microcebus_ravelobensis	3462647	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01058654.1	26925	27425	501	+	503	96.117	2	146	115	423	195	501	309	2	10
3462554_Microcebus_ravelobensis	3462554	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01058654.1	27120	27277	158	+	95	95.556	3	28	103	147	1	135	45	0	2
3462637_Microcebus_ravelobensis	3462637	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01063232.1	23907	24327	421	-	608	92.689	4	178	1	423	1	421	424	3	27
3462632_Microcebus_ravelobensis	3462632	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01085043.1	1344	1763	420	+	682	95.962	0	1	1	421	1	420	421	1	16
3462535_Microcebus_ravelobensis	3462535	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01085043.1	1345	1590	246	+	154	92.683	6	51	65	146	1	246	82	0	6
3462642_Microcebus_ravelobensis	3462642	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01121251.1	5823	6242	420	+	684	95.981	0	1	1	423	1	420	423	2	14
3462540_Microcebus_ravelobensis	3462540	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01121251.1	5827	6093	267	+	114	92.727	5	38	93	147	80	244	55	0	4
3462628_Microcebus_ravelobensis	3462628	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01129473.1	2257	2678	422	-	669	95.272	0	1	1	423	1	422	423	1	19
3462543_Microcebus_ravelobensis	3462543	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01129473.1	2406	2677	272	-	153	89.157	1	50	65	147	1	249	83	0	9
3462641_Microcebus_ravelobensis	3462641	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01132399.1	1524	1944	421	+	723	97.63	0	1	1	422	1	421	422	1	9
3462547_Microcebus_ravelobensis	3462547	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01132399.1	1525	1796	272	+	169	97.59	9	57	65	147	1	249	83	0	2
3462646_Microcebus_ravelobensis	3462646	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01137681.1	3340	3759	420	-	645	94.379	0	1	1	423	1	420	427	4	13
3462536_Microcebus_ravelobensis	3462536	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01137681.1	3489	3758	270	-	88	64.835	9	25	65	155	1	270	91	1	31
3462636_Microcebus_ravelobensis	3462636	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01149221.1	693	1103	411	-	632	94.09	0	1	1	423	1	411	423	3	13
3462545_Microcebus_ravelobensis	3462545	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01149221.1	842	1102	261	-	97	85.455	3	34	93	147	83	238	55	1	5
3462639_Microcebus_ravelobensis	3462639	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01167327.1	646	875	230	+	339	93.22	3	97	1	232	1	230	236	3	6
3462542_Microcebus_ravelobensis	3462542	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01167327.1	647	875	229	+	86	89.13	2	24	65	110	1	138	46	0	5
3462629_Microcebus_ravelobensis	3462629	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01181287.1	1344	1725	382	+	617	95.822	0	1	1	382	1	382	383	2	14
3462537_Microcebus_ravelobensis	3462537	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01181287.1	1345	1590	246	+	154	92.683	6	51	65	146	1	246	82	0	6
3462635_Microcebus_ravelobensis	3462635	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01183847.1	7112	7531	420	+	689	96.217	0	1	1	423	1	420	423	2	13
3462548_Microcebus_ravelobensis	3462548	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01183847.1	7113	7382	270	+	103	89.091	6	31	93	147	83	247	55	0	6
3462631_Microcebus_ravelobensis	3462631	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01199660.1	2656	3077	422	-	675	95.508	0	1	1	423	1	422	423	1	18
3462552_Microcebus_ravelobensis	3462552	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01199660.1	2805	3082	278	-	159	90.588	7	53	63	147	1	255	85	0	8
3462627_Microcebus_ravelobensis	3462627	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01226122.1	2243	2664	422	-	647	94.326	0	1	1	423	1	422	423	1	23
3462541_Microcebus_ravelobensis	3462541	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01226122.1	2392	2663	272	-	149	87.952	4	49	65	147	1	249	83	0	10
3462633_Microcebus_ravelobensis	3462633	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01242316.1	31024	31463	440	-	503	88.036	2	146	1	423	1	440	443	4	30
3462553_Microcebus_ravelobensis	3462553	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01242316.1	31173	31465	293	-	114	68.889	4	35	64	147	1	270	90	1	22
3462640_Microcebus_ravelobensis	3462640	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01245938.1	6651	7023	373	-	501	90.789	6	146	44	423	1	373	380	4	28
3462538_Microcebus_ravelobensis	3462538	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01245938.1	6823	7035	213	-	124	77.108	2	39	65	147	1	213	83	2	7
3462645_Microcebus_ravelobensis	3462645	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01246841.1	1	340	340	+	556	96.188	1	162	5	345	1	340	341	1	12
3462544_Microcebus_ravelobensis	3462544	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01246841.1	1	269	269	+	160	93.902	2	53	66	147	1	246	82	0	5
3462630_Microcebus_ravelobensis	3462630	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	UTR	VSMG01278226.1	5757	6177	421	-	708	96.934	0	1	1	423	1	421	424	3	9
3462550_Microcebus_ravelobensis	3462550	Microcebus_ravelobensis	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	ORF	VSMG01278226.1	5906	6166	261	-	112	94.545	2	34	93	147	74	238	55	0	3
3462649_Microcebus_tavaratra	3462649	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01029923.1	2540	2961	422	-	702	96.69	0	1	1	423	1	422	423	1	13
3462559_Microcebus_tavaratra	3462559	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01029923.1	2712	2960	249	-	156	91.566	6	52	65	147	1	249	83	0	7
3462658_Microcebus_tavaratra	3462658	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01041970.1	27423	27824	402	-	568	91.726	7	166	1	423	1	402	423	2	14
3462565_Microcebus_tavaratra	3462565	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01041970.1	27572	27823	252	-	105	94.118	6	37	97	147	77	229	51	0	3
3462665_Microcebus_tavaratra	3462665	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01048171.1	23204	23626	423	+	676	95.519	0	1	1	423	1	423	424	2	17
3462562_Microcebus_tavaratra	3462562	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01048171.1	23205	23453	249	+	155	92.771	10	52	65	147	1	249	83	0	6
3462661_Microcebus_tavaratra	3462661	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01059698.1	66318	66737	420	+	689	96.217	0	1	1	423	1	420	423	3	13
3462568_Microcebus_tavaratra	3462568	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01059698.1	66319	66588	270	+	114	94.545	3	35	93	147	83	247	55	0	3
3965787_Microcebus_tavaratra	3965787	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	pol	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01059698.1	66806	69120	2315	+	714	94.615	0	1	1	390	1083	2252	390	0	21
3829291_Microcebus_tavaratra	3829291	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	pol	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01059698.1	69131	69611	481	+	207	87.826	7	73	415	528	1	345	115	1	13
3462663_Microcebus_tavaratra	3462663	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01074799.1	25442	25843	402	-	579	92.199	3	169	1	423	1	402	423	6	12
3462574_Microcebus_tavaratra	3462574	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01074799.1	25591	25842	252	-	105	94.118	1	31	97	147	77	229	51	0	3
3462651_Microcebus_tavaratra	3462651	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01081323.1	43568	43988	421	+	675	95.508	0	1	1	423	1	421	423	2	17
3462569_Microcebus_tavaratra	3462569	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01081323.1	43569	43847	279	+	157	84.946	3	52	65	154	1	279	93	1	11
3462656_Microcebus_tavaratra	3462656	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01083276.1	7046	7467	422	-	686	95.981	0	1	1	423	1	422	423	1	16
3462555_Microcebus_tavaratra	3462555	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01083276.1	7218	7466	249	-	164	93.976	6	55	65	147	1	249	83	0	5
3462662_Microcebus_tavaratra	3462662	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01090872.1	46519	46937	419	-	706	96.927	0	1	1	423	1	419	423	3	9
3462561_Microcebus_tavaratra	3462561	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01090872.1	46691	46936	246	-	89	57.831	3	25	65	147	1	246	83	1	34
3462654_Microcebus_tavaratra	3462654	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01094214.1	43449	43868	420	+	540	89.882	2	157	1	423	1	420	425	5	36
3462657_Microcebus_tavaratra	3462657	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01100441.1	41555	41974	420	-	634	93.853	0	1	1	423	1	420	423	2	23
3462558_Microcebus_tavaratra	3462558	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01100441.1	41704	41973	270	-	101	68.132	5	30	65	155	1	270	91	1	28
3462659_Microcebus_tavaratra	3462659	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01102948.1	299	700	402	+	579	92.199	3	169	1	423	1	402	423	2	12
3462575_Microcebus_tavaratra	3462575	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01102948.1	300	551	252	+	104	96	2	31	97	146	77	226	50	0	2
3462667_Microcebus_tavaratra	3462667	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01138525.1	1	128	128	-	161	97.849	4	44	1	93	1	93	93	0	2
3462664_Microcebus_tavaratra	3462664	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01150182.1	13988	14387	400	+	516	89.598	2	150	1	423	1	400	423	3	21
3462652_Microcebus_tavaratra	3462652	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01154225.1	11077	11498	422	+	686	95.981	0	1	1	423	1	422	423	1	16
3462560_Microcebus_tavaratra	3462560	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01154225.1	11078	11326	249	+	160	91.566	2	53	65	147	1	249	83	0	7
3462648_Microcebus_tavaratra	3462648	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01225038.1	4530	4949	420	-	684	95.981	0	1	1	423	1	420	423	2	14
3462576_Microcebus_tavaratra	3462576	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01225038.1	4679	4948	270	-	107	89.091	2	32	93	147	83	247	55	0	6
3918863_Microcebus_tavaratra	3918863	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	env	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01228323.1	651	4371	3721	+	1109	92.937	0	1	1	623	1851	3719	623	0	44
3462655_Microcebus_tavaratra	3462655	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01228323.1	4393	4812	420	+	695	96.454	0	1	1	423	1	420	423	3	12
3462567_Microcebus_tavaratra	3462567	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01228323.1	4394	4663	270	+	110	92.727	9	34	93	147	83	247	55	0	4
3462573_Microcebus_tavaratra	3462573	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01234899.1	8835	9112	278	+	165	92.941	3	55	63	147	1	255	85	0	6
3462653_Microcebus_tavaratra	3462653	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01234899.1	8840	9261	422	+	680	95.745	0	1	1	423	1	422	423	1	17
3462650_Microcebus_tavaratra	3462650	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01268938.1	5668	6088	421	-	680	95.745	0	1	1	423	1	421	423	2	16
3462564_Microcebus_tavaratra	3462564	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	rev	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	ORF	VSME01268938.1	5840	6090	251	-	129	80	4	41	64	148	1	243	85	2	13
3462666_Microcebus_tavaratra	3462666	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01308082.1	22040	22443	404	-	520	89.696	2	151	1	423	1	404	427	5	17
3462660_Microcebus_tavaratra	3462660	Microcebus_tavaratra	Non-primate	Lemur	pSIVgml	LTR	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	UTR	VSME01313999.1	1	174	174	-	213	88.144	1	59	1	194	1	174	194	1	3
2134422_Monodelphis_domestica	2134422	Monodelphis_domestica	Non-primate	Marsupial	MELVmpf	gag	complete	goldenpath_monDom5	chr8.fa	ORF	chr8	36546501	36547046	546	+	87	33.152	2	21	269	436	1	546	184	6	105
3156775_Mustela_erminea	3156775	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LEA	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000221.1	488569	488624	56	-	94	96.491	6	24	1	57	1	56	57	1	1
3156768_Mustela_erminea	3156768	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000221.1	488756	489105	350	-	449	90	2	130	1	347	1	350	350	2	32
3203725_Mustela_erminea	3203725	Mustela_erminea	Non-primate	Mustelid	MELVmpf	env	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	ORF	WNLZ01000221.1	489153	492007	2855	-	1308	88.624	0	1	1	756	401	2662	756	2	84
3243138_Mustela_erminea	3243138	Mustela_erminea	Non-primate	Mustelid	MELVmpf	gag	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	ORF	WNLZ01000221.1	492220	496793	4574	-	854	96.507	0	1	1	457	1	1374	458	1	15
3156776_Mustela_erminea	3156776	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LEA	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000221.1	496796	496985	190	-	329	97.895	2	94	1	190	1	190	190	0	4
3156765_Mustela_erminea	3156765	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000221.1	497111	497460	350	-	449	90	2	130	1	347	1	350	350	2	32
3156777_Mustela_erminea	3156777	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000255.1	34650	35233	584	-	880	96.61	0	1	1	530	1	531	531	1	17
3156782_Mustela_erminea	3156782	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000603.1	342605	343308	704	+	697	90.772	0	1	1	530	1	518	531	7	35
3242970_Mustela_erminea	3242970	Mustela_erminea	Non-primate	Mustelid	MELVmpf	pol	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	ORF	WNLZ01000603.1	343317	347916	4600	+	911	93.474	0	1	1	474	1220	2644	475	1	30
3186357_Mustela_erminea	3186357	Mustela_erminea	Non-primate	Mustelid	MELVmpf	env	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	ORF	WNLZ01000603.1	348035	349884	1850	+	710	93.532	0	1	326	727	526	1731	402	0	26
3243516_Mustela_erminea	3243516	Mustela_erminea	Non-primate	Mustelid	MELVmpf	pol	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	ORF	WNLZ01000603.1	350114	353723	3610	-	530	92.226	0	1	1	282	1220	2068	283	1	21
3156778_Mustela_erminea	3156778	Mustela_erminea	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	UTR	WNLZ01000603.1	353732	354438	707	-	715	91.337	0	1	1	530	1	521	531	6	35
